beach_name,date,culture_sample_1_timestamp,culture_sample_1_reading,culture_sample_2_timestamp,culture_sample_2_reading,culture_reading_mean,culture_sample_interval,culture_note,dna_sample_timestamp,dna_sample_1_reading,dna_sample_2_reading,dna_reading_mean,dna_test_id,latitude,longitude,year
Oak Street,2012-06-07,2012-06-07 00:00:00,8.6,,,2.9,,,,,,,,41.9032,-87.6235,2012
Foster,2007-07-17,2007-07-17 00:00:00,139.6,,160.7,149.8,,,,,,,,41.9785,-87.6515,2007
Ohio Street,2016-08-19,2016-08-19 07:25:00,77.0,2016-08-19 07:26:00,91.0,83.7,1.0,,2016-08-19 12:54:00,46.0,35.0,40.1,1930,41.8935,-87.6152,2016
Rogers,2014-07-14,2014-07-14 00:00:00,49.0,,77.0,61.4,,,,,,,,42.0213,-87.6666,2014
63rd Street,2015-09-02,2015-09-02 00:00:00,185.0,,158.0,171.0,,,,,,,,41.7827,-87.5748,2015
Rogers,2014-07-11,2014-07-11 00:00:00,6.0,,8.0,6.9,,,,,,,,42.0213,-87.6666,2014
Oak Street,2015-08-13,2015-08-13 00:00:00,5.0,,16.0,8.9,,,,,,,,41.9032,-87.6235,2015
57th Street,2009-09-01,2009-09-01 00:00:00,25.3,,6.3,12.6,,,,,,,,41.7911,-87.5797,2009
Montrose,2011-06-17,2011-06-17 00:00:00,24.7,,23.1,23.9,,,,,,,,41.9655,-87.6385,2011
North Avenue,2011-07-18,2011-07-18 00:00:00,18.5,,14.8,16.5,,,,,,,,41.9148,-87.6273,2011
12th Street,2015-07-22,2015-07-22 00:00:00,99.0,,68.0,82.0,,,,,,,,41.8638,-87.6083,2015
South Shore,2014-08-11,2014-08-11 00:00:00,461.0,,488.0,474.3,,,,,,,,41.7689,-87.5636,2014
South Shore,2008-07-01,2008-07-01 00:00:00,127.4,,133.4,130.4,,,,,,,,41.7689,-87.5636,2008
Rainbow,2008-07-24,2008-07-24 00:00:00,39.2,,52.8,45.5,,,,,,,,41.758,-87.551,2008
Leone,2006-06-02,2006-06-02 00:00:00,1.0,,2.0,1.4,,,,,,,,42.0131,-87.6635,2006
Foster,2011-08-11,2011-08-11 00:00:00,21.3,,15.6,18.2,,,,,,,,41.9785,-87.6515,2011
South Shore,2011-08-24,2011-08-24 00:00:00,410.6,,1413.6,761.9,,,,,,,,41.7689,-87.5636,2011
Rogers,2013-07-10,2013-07-10 00:00:00,43.0,,23.0,31.4,,,,,,,,42.0213,-87.6666,2013
12th Street,2006-06-07,2006-06-07 00:00:00,387.3,,275.5,326.7,,,,,,,,41.8638,-87.6083,2006
Howard,2011-06-24,2011-06-24 00:00:00,2.0,,1.0,1.4,,,,,,,,42.0188,-87.6663,2011
Leone,2016-06-10,2016-06-10 07:55:00,10.0,2016-06-10 07:56:00,16.0,12.6,1.0,,,,,,,42.0131,-87.6635,2016
Calumet,2014-08-27,2014-08-27 00:00:00,166.0,,124.0,143.5,,,,,,,,41.7142,-87.5299,2014
57th Street,2012-08-24,2012-08-24 00:00:00,45.0,,365.4,128.2,,,,,,,,41.7911,-87.5797,2012
Ohio Street,2011-05-26,2011-05-26 00:00:00,2419.6,,1046.2,1591.0,,,,,,,,41.8935,-87.6152,2011
Juneway,2016-08-18,2016-08-18 09:40:00,71.0,2016-08-18 09:41:00,83.0,76.8,1.0,,,,,,,42.0224,-87.6674,2016
Juneway,2014-05-29,2014-05-29 00:00:00,37.0,,44.0,40.3,,,,,,,,42.0224,-87.6674,2014
Rainbow,2008-06-03,2008-06-03 00:00:00,387.3,,387.3,387.3,,,,,,,,41.758,-87.551,2008
Calumet,2010-07-01,2010-07-01 00:00:00,275.5,,365.4,317.3,,,,,,,,41.7142,-87.5299,2010
57th Street,2007-05-31,2007-05-31 00:00:00,8.6,,4.1,5.9,,,,,,,,41.7911,-87.5797,2007
Oak Street,2008-05-28,2008-05-28 00:00:00,38.4,,30.9,34.4,,,,,,,,41.9032,-87.6235,2008
Howard,2016-07-08,2016-07-08 10:20:00,3.0,2016-07-08 10:21:00,11.0,5.7,1.0,,,,,,,42.0188,-87.6663,2016
63rd Street,2009-08-21,2009-08-21 00:00:00,501.2,,816.4,639.7,,,,,,,,41.7827,-87.5748,2009
North Avenue,2008-06-06,2008-06-06 00:00:00,34.5,,43.9,38.9,,,,,,,,41.9148,-87.6273,2008
Calumet,2006-08-21,2006-08-21 00:00:00,63.7,,75.4,69.3,,,,,,,,41.7142,-87.5299,2006
North Avenue,2008-07-28,2008-07-28 00:00:00,18.5,,28.1,22.8,,,,,,,,41.9148,-87.6273,2008
57th Street,2009-06-10,2009-06-10 00:00:00,387.3,,238.2,303.7,,,,,,,,41.7911,-87.5797,2009
North Avenue,2013-07-12,2013-07-12 00:00:00,24.0,,12.0,17.0,,,,,,,,41.9148,-87.6273,2013
South Shore,2016-07-22,2016-07-22 07:10:00,84.0,2016-07-22 07:15:00,108.0,95.2,5.0,,2016-07-22 12:42:00,386.0,3098.0,1093.5,1326,41.7689,-87.5636,2016
63rd Street,2008-08-11,2008-08-11 00:00:00,35.9,,58.1,45.7,,,,,,,,41.7827,-87.5748,2008
Howard,2013-07-08,2013-07-08 00:00:00,8.0,,5.0,6.3,,,,,,,,42.0188,-87.6663,2013
Oak Street,2013-06-05,2013-06-05 00:00:00,23.0,,18.0,20.3,,,,,,,,41.9032,-87.6235,2013
Leone,2016-07-28,2016-07-28 10:15:00,64.0,2016-07-28 10:16:00,27.0,41.6,1.0,,,,,,,42.0131,-87.6635,2016
Oak Street,2006-08-21,2006-08-21 00:00:00,18.3,,14.8,16.5,,,,,,,,41.9032,-87.6235,2006
12th Street,2007-06-15,2007-06-15 00:00:00,14.5,,30.5,21.0,,,,,,,,41.8638,-87.6083,2007
Oak Street,2011-06-16,2011-06-16 00:00:00,12.1,,5.2,7.9,,,,,,,,41.9032,-87.6235,2011
Oak Street,2016-06-02,2016-06-02 06:28:00,56.0,2016-06-02 06:30:00,343.0,138.6,2.0,,,,,,,41.9032,-87.6235,2016
Foster,2016-07-14,2016-07-14 08:25:00,33.0,2016-07-14 08:26:00,11.0,19.1,1.0,,,,,,,41.9785,-87.6515,2016
Oak Street,2009-06-15,2009-06-15 00:00:00,5.2,,3.1,4.0,,,,,,,,41.9032,-87.6235,2009
Rainbow,2010-07-02,2010-07-02 00:00:00,6.3,,12.1,8.7,,,,,,,,41.758,-87.551,2010
Calumet,2013-07-03,2013-07-03 00:00:00,6.0,,5.0,5.5,,,,,,,,41.7142,-87.5299,2013
South Shore,2015-09-04,2015-09-04 00:00:00,579.0,,411.0,487.8,,,,,,,,41.7689,-87.5636,2015
Leone,2013-06-24,2013-06-24 00:00:00,5.0,,2.0,3.2,,,,,,,,42.0131,-87.6635,2013
Howard,2014-06-23,2014-06-23 00:00:00,3.0,,4.0,3.5,,,,,,,,42.0188,-87.6663,2014
12th Street,2010-07-30,2010-07-30 00:00:00,235.9,,191.8,212.7,,,,,,,,41.8638,-87.6083,2010
12th Street,2015-08-07,2015-08-07 00:00:00,13.0,,32.0,20.4,,,,,,,,41.8638,-87.6083,2015
Foster,2014-08-27,2014-08-27 00:00:00,172.0,,148.0,159.5,,,,,,,,41.9785,-87.6515,2014
Calumet,2016-06-23,2016-06-23 06:35:00,770.0,2016-06-23 06:40:00,921.0,842.1,5.0,,2016-06-23 13:31:00,422.0,185.0,279.4,921,41.7142,-87.5299,2016
Oak Street,2016-08-08,2016-08-08 10:45:00,56.0,2016-08-08 10:46:00,47.0,51.3,1.0,,,,,,,41.9032,-87.6235,2016
South Shore,2015-08-25,2015-08-25 00:00:00,26.0,,20.0,22.8,,,2015-08-25 00:00:00,488.0,39.6,139.0,59,41.7689,-87.5636,2015
Calumet,2016-06-29,2016-06-29 06:35:00,37.0,2016-06-29 06:40:00,36.0,36.5,5.0,,2016-06-29 11:45:00,41.0,95.0,62.4,1001,41.7142,-87.5299,2016
Calumet,2008-07-10,2008-07-10 00:00:00,47.4,,25.6,34.8,,,,,,,,41.7142,-87.5299,2008
12th Street,2010-08-25,2010-08-25 00:00:00,365.4,,313.0,338.2,,,,,,,,41.8638,-87.6083,2010
Rainbow,2010-06-11,2010-06-11 00:00:00,25.6,,21.6,23.5,,,,,,,,41.758,-87.551,2010
Howard,2008-07-22,2008-07-22 00:00:00,410.6,,461.1,435.1,,,,,,,,42.0188,-87.6663,2008
57th Street,2006-07-10,2006-07-10 00:00:00,2419.6,,248.9,776.0,,,,,,,,41.7911,-87.5797,2006
63rd Street,2011-09-01,2011-09-01 00:00:00,33.2,,42.6,37.6,,,,,,,,41.7827,-87.5748,2011
North Avenue,2014-08-22,2014-08-22 00:00:00,345.0,,345.0,345.0,,,,,,,,41.9148,-87.6273,2014
Foster,2016-07-07,2016-07-07 09:25:00,12.0,2016-07-07 09:26:00,18.0,14.7,1.0,,,,,,,41.9785,-87.6515,2016
Ohio Street,2014-08-19,2014-08-19 00:00:00,5.0,,12.0,7.7,,,,,,,,41.8935,-87.6152,2014
Foster,2013-08-08,2013-08-08 00:00:00,80.0,,68.0,73.8,,,,,,,,41.9785,-87.6515,2013
Montrose,2010-08-20,2010-08-20 00:00:00,201.4,,124.6,158.4,,,,,,,,41.9655,-87.6385,2010
Montrose,2011-06-28,2011-06-28 00:00:00,20.3,,11.9,15.5,,,,,,,,41.9655,-87.6385,2011
63rd Street,2011-06-22,2011-06-22 00:00:00,3.1,,14.5,6.7,,,,,,,,41.7827,-87.5748,2011
Osterman,2012-08-24,2012-08-24 00:00:00,18.3,,22.8,20.4,,,,,,,,41.9877,-87.6545,2012
Rainbow,2009-08-06,2009-08-06 00:00:00,198.9,,307.6,247.3,,,,,,,,41.758,-87.551,2009
Rainbow,2006-06-08,2006-06-08 00:00:00,14.8,,16.0,15.4,,,,,,,,41.758,-87.551,2006
Howard,2012-06-15,2012-06-15 00:00:00,3.1,,5.2,4.0,,,,,,,,42.0188,-87.6663,2012
12th Street,2013-05-24,2013-05-24 00:00:00,214.3,,166.4,188.8,,,,,,,,41.8638,-87.6083,2013
Calumet,2013-06-10,2013-06-10 00:00:00,548.0,,260.0,377.5,,,,,,,,41.7142,-87.5299,2013
63rd Street,2008-08-15,2008-08-15 00:00:00,35.9,,32.7,34.3,,,,,,,,41.7827,-87.5748,2008
Foster,2014-06-16,2014-06-16 00:00:00,2.0,,3.0,2.4,,,,,,,,41.9785,-87.6515,2014
Rainbow,2013-08-12,2013-08-12 00:00:00,68.0,,93.0,79.5,,,,,,,,41.758,-87.551,2013
12th Street,2012-08-02,2012-08-02 00:00:00,4.1,,6.3,5.1,,,,,,,,41.8638,-87.6083,2012
Oak Street,2016-09-01,2016-09-01 10:45:00,250.0,2016-09-01 10:46:00,141.0,187.7,1.0,,,,,,,41.9032,-87.6235,2016
Rainbow,2013-07-26,2013-07-26 00:00:00,28.0,,38.0,32.6,,,,,,,,41.758,-87.551,2013
12th Street,2015-06-17,2015-06-17 00:00:00,980.0,,816.0,894.2,,,,,,,,41.8638,-87.6083,2015
Ohio Street,2009-08-27,2009-08-27 00:00:00,27.9,,31.3,29.6,,,,,,,,41.8935,-87.6152,2009
Rainbow,2008-06-04,2008-06-04 00:00:00,165.8,,172.5,169.1,,,,,,,,41.758,-87.551,2008
Ohio Street,2015-07-09,2015-07-09 00:00:00,21.0,,53.0,33.4,,,,,,,,41.8935,-87.6152,2015
Oak Street,2014-06-06,2014-06-06 00:00:00,6.0,,4.0,4.9,,,,,,,,41.9032,-87.6235,2014
Osterman,2016-07-29,2016-07-29 08:50:00,57.0,2016-07-29 08:52:00,75.0,65.4,2.0,,,,,,,41.9877,-87.6545,2016
Rogers,2013-08-05,2013-08-05 00:00:00,32.0,,41.0,36.2,,,,,,,,42.0213,-87.6666,2013
Howard,2011-07-12,2011-07-12 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0188,-87.6663,2011
Montrose,2016-08-31,2016-08-31 06:10:00,2420.0,2016-08-31 06:12:00,214.0,719.6,2.0,,2016-08-31 12:24:00,566.0,155.0,296.2,2150,41.9655,-87.6385,2016
Leone,2006-08-04,2006-08-04 00:00:00,27.2,,13.2,18.9,,,,,,,,42.0131,-87.6635,2006
12th Street,2009-07-07,2009-07-07 00:00:00,9.8,,13.2,11.4,,,,,,,,41.8638,-87.6083,2009
Foster,2006-07-26,2006-07-26 00:00:00,307.6,,344.8,325.7,,,,,,,,41.9785,-87.6515,2006
Howard,2010-08-23,2010-08-23 00:00:00,93.4,,686.7,253.3,,,,,,,,42.0188,-87.6663,2010
Leone,2015-08-26,2015-08-26 00:00:00,51.0,,57.0,53.9,,,,,,,,42.0131,-87.6635,2015
Ohio Street,2012-07-09,2012-07-09 00:00:00,20.1,,17.1,18.5,,,,,,,,41.8935,-87.6152,2012
Calumet,2011-06-09,2011-06-09 00:00:00,201.4,,137.4,166.4,,,,,,,,41.7142,-87.5299,2011
12th Street,2010-07-23,2010-07-23 00:00:00,31.7,,21.6,26.2,,,,,,,,41.8638,-87.6083,2010
Rogers,2009-08-21,2009-08-21 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0213,-87.6666,2009
Juneway,2006-07-14,2006-07-14 00:00:00,37.9,,31.3,34.4,,,,,,,,42.0224,-87.6674,2006
Ohio Street,2006-07-24,2006-07-24 00:00:00,13.4,,10.9,12.1,,,,,,,,41.8935,-87.6152,2006
Ohio Street,2008-08-01,2008-08-01 00:00:00,29.2,,36.4,32.6,,,,,,,,41.8935,-87.6152,2008
Foster,2013-06-24,2013-06-24 00:00:00,3.0,,4.0,3.5,,,,,,,,41.9785,-87.6515,2013
63rd Street,2006-08-31,2006-08-31 00:00:00,65.1,,79.8,72.1,,,,,,,,41.7827,-87.5748,2006
Oak Street,2010-08-26,2010-08-26 00:00:00,11.0,,3.1,5.8,,,,,,,,41.9032,-87.6235,2010
Calumet,2009-06-11,2009-06-11 00:00:00,1299.7,,1555.3,1421.8,,,,,,,,41.7142,-87.5299,2009
Rainbow,2007-07-03,2007-07-03 00:00:00,19.9,,21.8,20.8,,,,,,,,41.758,-87.551,2007
Howard,2014-06-02,2014-06-02 00:00:00,2.0,,5.0,3.2,,,,,,,,42.0188,-87.6663,2014
Calumet,2008-06-09,2008-06-09 00:00:00,387.3,,214.3,288.1,,,,,,,,41.7142,-87.5299,2008
Leone,2011-06-01,2011-06-01 00:00:00,6.3,,6.3,6.3,,,,,,,,42.0131,-87.6635,2011
Howard,2009-08-06,2009-08-06 00:00:00,13.2,,30.9,20.2,,,,,,,,42.0188,-87.6663,2009
Rogers,2008-07-24,2008-07-24 00:00:00,20.9,,26.1,23.4,,,,,,,,42.0213,-87.6666,2008
Rainbow,2009-08-13,2009-08-13 00:00:00,48.8,,47.1,47.9,,,,,,,,41.758,-87.551,2009
12th Street,2008-07-09,2008-07-09 00:00:00,547.5,,547.5,547.5,,,,,,,,41.8638,-87.6083,2008
Calumet,2014-06-03,2014-06-03 00:00:00,93.0,,173.0,126.8,,,,,,,,41.7142,-87.5299,2014
12th Street,2010-07-13,2010-07-13 00:00:00,133.3,,290.9,196.9,,,,,,,,41.8638,-87.6083,2010
South Shore,2015-06-05,2015-06-05 00:00:00,517.0,,461.0,488.2,,,,,,,,41.7689,-87.5636,2015
Howard,2015-09-01,2015-09-01 00:00:00,3.0,,1.0,1.7,,,,,,,,42.0188,-87.6663,2015
Juneway,2010-08-17,2010-08-17 00:00:00,32.3,,20.1,25.5,,,,,,,,42.0224,-87.6674,2010
63rd Street,2011-07-11,2011-07-11 00:00:00,214.1,,1732.9,609.1,,,,,,,,41.7827,-87.5748,2011
South Shore,2006-06-02,2006-06-02 00:00:00,2.0,,1.0,1.4,,,,,,,,41.7689,-87.5636,2006
Juneway,2007-06-08,2007-06-08 00:00:00,7.5,,3.0,4.7,,,,,,,,42.0224,-87.6674,2007
Montrose,2007-06-14,2007-06-14 00:00:00,71.2,,88.2,79.2,,,,,,,,41.9655,-87.6385,2007
Montrose,2008-06-27,2008-06-27 00:00:00,71.7,,81.6,76.5,,,,,,,,41.9655,-87.6385,2008
North Avenue,2015-07-22,2015-07-22 00:00:00,12.0,,5.0,7.7,,,,,,,,41.9148,-87.6273,2015
Leone,2006-07-28,2006-07-28 00:00:00,172.2,,148.3,159.8,,,,,,,,42.0131,-87.6635,2006
Leone,2015-08-06,2015-08-06 00:00:00,93.0,,77.0,84.6,,,,,,,,42.0131,-87.6635,2015
57th Street,2007-06-19,2007-06-19 00:00:00,727.0,,727.0,727.0,,,,,,,,41.7911,-87.5797,2007
Oak Street,2008-06-17,2008-06-17 00:00:00,3.1,,1.0,1.8,,,,,,,,41.9032,-87.6235,2008
Ohio Street,2013-05-21,2013-05-21 00:00:00,2420.0,,2420.0,2420.0,,,,,,,,41.8935,-87.6152,2013
Ohio Street,2010-07-21,2010-07-21 00:00:00,21.1,,19.1,20.1,,,,,,,,41.8935,-87.6152,2010
Howard,2006-06-09,2006-06-09 00:00:00,,,,1.0,,,,,,,,42.0188,-87.6663,2006
Calumet,2010-08-07,2010-08-07 00:00:00,19.7,,93.3,42.9,,,,,,,,41.7142,-87.5299,2010
Osterman,2007-08-17,2007-08-17 00:00:00,23.3,,31.3,27.0,,,,,,,,41.9877,-87.6545,2007
Rogers,2006-06-19,2006-06-19 00:00:00,33.1,,25.6,29.1,,,,,,,,42.0213,-87.6666,2006
Oak Street,2016-08-18,2016-08-18 10:15:00,11.0,2016-08-18 10:16:00,9.0,9.9,1.0,,,,,,,41.9032,-87.6235,2016
Ohio Street,2010-06-11,2010-06-11 00:00:00,61.3,,70.3,65.6,,,,,,,,41.8935,-87.6152,2010
Oak Street,2012-07-24,2012-07-24 00:00:00,3.1,,6.3,4.4,,,,,,,,41.9032,-87.6235,2012
Oak Street,2015-08-07,2015-08-07 00:00:00,56.0,,86.0,69.4,,,,,,,,41.9032,-87.6235,2015
Foster,2015-08-29,2015-08-29 00:00:00,42.0,,34.0,37.8,,,,,,,,41.9785,-87.6515,2015
Foster,2006-06-02,2006-06-02 00:00:00,18.1,,13.4,15.6,,,,,,,,41.9785,-87.6515,2006
57th Street,2008-06-16,2008-06-16 00:00:00,1.0,,2.0,1.4,,,,,,,,41.7911,-87.5797,2008
Howard,2006-08-25,2006-08-25 00:00:00,27.9,,30.1,29.0,,,,,,,,42.0188,-87.6663,2006
Calumet,2006-07-14,2006-07-14 00:00:00,313.3,,90.8,168.7,,,,,,,,41.7142,-87.5299,2006
Foster,2008-07-22,2008-07-22 00:00:00,217.8,,144.5,177.4,,,,,,,,41.9785,-87.6515,2008
North Avenue,2016-07-28,2016-07-28 07:50:00,135.0,2016-07-28 07:51:00,80.0,103.9,1.0,,2016-07-28 13:58:00,308.0,376.0,340.3,1502,41.9148,-87.6273,2016
South Shore,2013-07-24,2013-07-24 00:00:00,38.0,,30.0,33.8,,,,,,,,41.7689,-87.5636,2013
Calumet,2011-08-26,2011-08-26 00:00:00,47.9,,45.0,46.4,,,,,,,,41.7142,-87.5299,2011
North Avenue,2006-06-20,2006-06-20 00:00:00,99.9,,104.6,102.2,,,,,,,,41.9148,-87.6273,2006
Calumet,2015-08-31,2015-08-31 00:00:00,88.0,,387.0,184.5,,,,,,,,41.7142,-87.5299,2015
Osterman,2014-07-28,2014-07-28 00:00:00,649.0,,488.0,562.8,,,,,,,,41.9877,-87.6545,2014
South Shore,2007-06-11,2007-06-11 00:00:00,67.0,,66.3,66.6,,,,,,,,41.7689,-87.5636,2007
North Avenue,2011-08-16,2011-08-16 00:00:00,7.5,,6.3,6.9,,,,,,,,41.9148,-87.6273,2011
63rd Street,2008-08-19,2008-08-19 00:00:00,275.5,,204.6,237.4,,,,,,,,41.7827,-87.5748,2008
12th Street,2011-08-29,2011-08-29 00:00:00,29.2,,25.6,27.3,,,,,,,,41.8638,-87.6083,2011
63rd Street,2012-07-12,2012-07-12 00:00:00,58.1,,24.6,37.8,,,,,,,,41.7827,-87.5748,2012
Montrose,2012-05-25,2012-05-25 00:00:00,307.6,,118.7,191.1,,,,,,,,41.9655,-87.6385,2012
Rogers,2009-07-16,2009-07-16 00:00:00,6.3,,14.6,9.6,,,,,,,,42.0213,-87.6666,2009
North Avenue,2009-05-26,2009-05-26 00:00:00,6.3,,8.6,7.4,,,,,,,,41.9148,-87.6273,2009
Juneway,2012-08-21,2012-08-21 00:00:00,3.0,,5.0,3.9,,,,,,,,42.0224,-87.6674,2012
Ohio Street,2007-06-18,2007-06-18 00:00:00,49.5,,125.9,78.9,,,,,,,,41.8935,-87.6152,2007
Rainbow,2010-08-27,2010-08-27 00:00:00,5.2,,16.9,9.4,,,,,,,,41.758,-87.551,2010
Montrose,2014-06-10,2014-06-10 00:00:00,71.0,,59.0,64.7,,,,,,,,41.9655,-87.6385,2014
Foster,2011-08-05,2011-08-05 00:00:00,24.6,,19.9,22.1,,,,,,,,41.9785,-87.6515,2011
Rogers,2012-06-15,2012-06-15 00:00:00,5.2,,3.1,4.0,,,,,,,,42.0213,-87.6666,2012
North Avenue,2014-08-28,2014-08-28 00:00:00,17.0,,24.0,20.2,,,,,,,,41.9148,-87.6273,2014
Osterman,2016-08-18,2016-08-18 09:05:00,35.0,2016-08-18 09:06:00,28.0,31.3,1.0,,,,,,,41.9877,-87.6545,2016
Rogers,2008-07-28,2008-07-28 00:00:00,17.5,,16.0,16.7,,,,,,,,42.0213,-87.6666,2008
South Shore,2011-08-11,2011-08-11 00:00:00,228.2,,17.1,62.5,,,,,,,,41.7689,-87.5636,2011
Juneway,2011-08-22,2011-08-22 00:00:00,5.2,,3.1,4.0,,,,,,,,42.0224,-87.6674,2011
Juneway,2016-07-08,2016-07-08 10:10:00,71.0,2016-07-08 10:11:00,78.0,74.4,1.0,,,,,,,42.0224,-87.6674,2016
North Avenue,2016-06-07,2016-06-07 11:50:00,55.0,2016-06-07 11:51:00,69.0,61.6,1.0,,,,,,,41.9148,-87.6273,2016
12th Street,2010-08-26,2010-08-26 00:00:00,20.3,,13.5,16.6,,,,,,,,41.8638,-87.6083,2010
Osterman,2009-06-27,2009-06-27 00:00:00,166.4,,193.5,179.4,,,,,,,,41.9877,-87.6545,2009
Oak Street,2012-06-04,2012-06-04 00:00:00,8.5,,11.0,9.7,,,,,,,,41.9032,-87.6235,2012
Oak Street,2014-08-20,2014-08-20 00:00:00,34.0,,27.0,30.3,,,,,,,,41.9032,-87.6235,2014
Ohio Street,2008-07-11,2008-07-11 00:00:00,15.6,,16.0,15.8,,,,,,,,41.8935,-87.6152,2008
North Avenue,2008-06-12,2008-06-12 00:00:00,70.8,,83.9,77.1,,,,,,,,41.9148,-87.6273,2008
Osterman,2009-08-27,2009-08-27 00:00:00,20.6,,12.1,15.8,,,,,,,,41.9877,-87.6545,2009
Howard,2012-08-24,2012-08-24 00:00:00,13.2,,12.2,12.7,,,,,,,,42.0188,-87.6663,2012
Foster,2010-05-28,2010-05-28 00:00:00,47.9,,42.2,45.0,,,,,,,,41.9785,-87.6515,2010
63rd Street,2010-08-02,2010-08-02 00:00:00,4.1,,2.0,2.9,,,,,,,,41.7827,-87.5748,2010
Juneway,2010-06-15,2010-06-15 00:00:00,108.1,,73.8,89.3,,,,,,,,42.0224,-87.6674,2010
Howard,2016-07-21,2016-07-21 10:30:00,1.0,2016-07-21 10:31:00,1.0,1.0,1.0,,,,,,,42.0188,-87.6663,2016
Montrose,2015-08-12,2015-08-12 00:00:00,649.0,,112.0,269.6,,,2015-08-12 00:00:00,570.6,94.3,232.0,46,41.9655,-87.6385,2015
63rd Street,2010-06-30,2010-06-30 00:00:00,13.0,,9.7,11.2,,,,,,,,41.7827,-87.5748,2010
Howard,2006-08-22,2006-08-22 00:00:00,6.3,,1.0,2.5,,,,,,,,42.0188,-87.6663,2006
South Shore,2012-08-16,2012-08-16 00:00:00,461.1,,193.5,298.7,,,,,,,,41.7689,-87.5636,2012
Montrose,2014-09-05,2014-09-05 00:00:00,173.0,,179.0,176.0,,,,,,,,41.9655,-87.6385,2014
12th Street,2009-06-11,2009-06-11 00:00:00,101.4,,121.1,110.8,,,,,,,,41.8638,-87.6083,2009
Howard,2007-08-03,2007-08-03 00:00:00,30.9,,37.3,33.9,,,,,,,,42.0188,-87.6663,2007
Foster,2013-07-01,2013-07-01 00:00:00,89.0,,69.0,78.4,,,,,,,,41.9785,-87.6515,2013
Oak Street,2006-07-27,2006-07-27 00:00:00,25.9,,9.7,15.9,,,,,,,,41.9032,-87.6235,2006
Rainbow,2009-07-29,2009-07-29 00:00:00,866.4,,816.4,841.0,,,,,,,,41.758,-87.551,2009
Calumet,2013-08-06,2013-08-06 00:00:00,15.0,,,3.9,,,,,,,,41.7142,-87.5299,2013
Rogers,2011-06-29,2011-06-29 00:00:00,24.6,,5.2,11.3,,,,,,,,42.0213,-87.6666,2011
Montrose,2013-08-14,2013-08-14 00:00:00,548.0,,613.0,579.6,,,,,,,,41.9655,-87.6385,2013
Calumet,2006-09-01,2006-09-01 00:00:00,142.1,,172.2,156.4,,,,,,,,41.7142,-87.5299,2006
Calumet,2011-08-19,2011-08-19 00:00:00,56.5,,39.3,47.1,,,,,,,,41.7142,-87.5299,2011
63rd Street,2011-06-16,2011-06-16 00:00:00,52.8,,64.4,58.3,,,,,,,,41.7827,-87.5748,2011
Oak Street,2010-08-09,2010-08-09 00:00:00,59.1,,42.0,49.8,,,,,,,,41.9032,-87.6235,2010
Montrose,2014-06-09,2014-06-09 00:00:00,126.0,,155.0,139.7,,,,,,,,41.9655,-87.6385,2014
Calumet,2011-06-16,2011-06-16 00:00:00,2.0,,2.0,2.0,,,,,,,,41.7142,-87.5299,2011
Oak Street,2014-08-08,2014-08-08 00:00:00,39.0,,71.0,52.6,,,,,,,,41.9032,-87.6235,2014
Calumet,2012-08-29,2012-08-29 00:00:00,59.4,,31.3,43.1,,,,,,,,41.7142,-87.5299,2012
Osterman,2012-08-21,2012-08-21 00:00:00,5.1,,1.0,2.3,,,,,,,,41.9877,-87.6545,2012
Foster,2016-08-31,2016-08-31 09:10:00,649.0,2016-08-31 09:11:00,727.0,686.9,1.0,,,,,,,41.9785,-87.6515,2016
Montrose,2009-08-26,2009-08-26 00:00:00,328.2,,387.3,356.5,,,,,,,,41.9655,-87.6385,2009
57th Street,2015-08-04,2015-08-04 00:00:00,34.0,,33.0,33.5,,,,,,,,41.7911,-87.5797,2015
Oak Street,2013-05-30,2013-05-30 00:00:00,27.0,,16.0,20.8,,,,,,,,41.9032,-87.6235,2013
Ohio Street,2014-05-20,2014-05-20 00:00:00,111.9,,56.3,79.4,,,,,,,,41.8935,-87.6152,2014
Oak Street,2007-08-29,2007-08-29 00:00:00,32.7,,66.3,46.6,,,,,,,,41.9032,-87.6235,2007
Oak Street,2009-08-17,2009-08-17 00:00:00,54.6,,20.6,33.5,,,,,,,,41.9032,-87.6235,2009
Rogers,2012-08-22,2012-08-22 00:00:00,5.2,,3.1,4.0,,,,,,,,42.0213,-87.6666,2012
Oak Street,2011-07-29,2011-07-29 00:00:00,63.1,,79.2,70.7,,,,,,,,41.9032,-87.6235,2011
Juneway,2008-07-08,2008-07-08 00:00:00,2.0,,4.1,2.9,,,,,,,,42.0224,-87.6674,2008
Juneway,2011-06-21,2011-06-21 00:00:00,4.1,,5.2,4.6,,,,,,,,42.0224,-87.6674,2011
57th Street,2011-06-07,2011-06-07 00:00:00,2.0,,1.0,1.4,,,,,,,,41.7911,-87.5797,2011
Osterman,2006-05-24,2006-05-24 00:00:00,1.0,,1.0,1.0,,,,,,,,41.9877,-87.6545,2006
Rogers,2009-08-20,2009-08-20 00:00:00,4.1,,4.1,4.1,,,,,,,,42.0213,-87.6666,2009
Osterman,2010-06-22,2010-06-22 00:00:00,6.2,,13.4,9.1,,,,,,,,41.9877,-87.6545,2010
