DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,12th Street,,,,110499,07/10/2013 12:00:00 AM,15.0,47.0,26.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Osterman,,,,90724,07/12/2010 12:00:00 AM,38.9,30.9,34.7,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rainbow,,,,96637,07/19/2011 12:00:00 AM,1553.1,1299.7,1420.8,,,,41.758,-87.551,"(41.758, -87.551)"
,,57th Street,,,,107226,06/05/2014 12:00:00 AM,101.0,134.0,116.3,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,112291,06/13/2014 12:00:00 AM,1.0,1.0,1.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oak Street,,,,107807,07/24/2014 12:00:00 AM,18.0,11.0,14.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,109140,09/08/2015 12:00:00 AM,649.0,649.0,649.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,63rd Street,,,,107182,06/03/2014 12:00:00 AM,155.0,133.0,143.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,92826,06/29/2015 12:00:00 AM,16.0,14.0,15.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Foster,,,,104794,08/04/2006 12:00:00 AM,78.0,52.9,64.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Montrose,,,,90819,08/31/2010 12:00:00 AM,5.2,3.0,3.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
1044,07/01/2016 11:30:00 AM,Ohio Street,2958.0,1595.0,2172.1,113169,07/01/2016 07:08:00 AM,82.0,93.0,87.3,,1,07/01/2016 07:09:00 AM,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Juneway,,,,107864,08/05/2013 12:00:00 AM,19.0,11.0,14.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rogers,,,,101934,06/04/2009 12:00:00 AM,16.0,16.0,16.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Howard,,,,93566,07/16/2015 12:00:00 AM,24.0,40.0,31.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,98790,07/24/2007 12:00:00 AM,1046.2,124.6,361.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,88192,06/02/2010 12:00:00 AM,16.0,18.5,17.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Ohio Street,,,,98194,06/08/2007 12:00:00 AM,10.9,9.7,10.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,111052,06/12/2013 12:00:00 AM,770.0,980.0,868.7,,,,41.758,-87.551,"(41.758, -87.551)"
543,06/01/2016 12:49:00 PM,Ohio Street,74.0,31.0,47.9,112697,06/01/2016 06:36:00 AM,142.0,53.0,86.8,,2,06/01/2016 06:38:00 AM,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Montrose,,,,108464,09/04/2015 12:00:00 AM,93.0,117.0,104.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
253,08/14/2015 12:00:00 AM,Rainbow,21.5,25.2,23.0,94937,08/14/2015 12:00:00 AM,102.0,68.0,83.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,South Shore,,,,109963,08/05/2014 12:00:00 AM,26.0,39.0,31.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,98939,07/30/2007 12:00:00 AM,35.5,44.8,39.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,108845,07/28/2014 12:00:00 AM,602.0,361.0,466.2,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Montrose,,,,106077,07/22/2013 12:00:00 AM,69.0,74.0,71.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
259,08/19/2015 12:00:00 AM,Montrose,17.2,478.8,91.0,95166,08/19/2015 12:00:00 AM,127.0,1300.0,406.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,100125,07/15/2008 12:00:00 AM,14.6,14.8,14.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,104955,06/18/2013 12:00:00 AM,96.0,86.0,90.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,112876,06/13/2016 09:50:00 AM,30.0,29.0,29.5,,1,06/13/2016 09:51:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Calumet,,,,111984,08/31/2012 12:00:00 AM,41.0,33.2,36.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Juneway,,,,92832,06/29/2015 12:00:00 AM,7.0,6.0,6.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,63rd Street,,,,105047,08/13/2012 12:00:00 AM,14.5,32.3,21.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,102135,08/19/2008 12:00:00 AM,238.2,235.9,237.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Calumet,,,,101936,06/05/2009 12:00:00 AM,10.8,1.0,3.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Foster,,,,98245,07/19/2006 12:00:00 AM,248.1,218.7,232.9,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,105059,08/13/2012 12:00:00 AM,35.5,28.2,31.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,111382,08/21/2012 12:00:00 AM,19.9,10.9,14.7,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rogers,,,,95890,07/31/2015 12:00:00 AM,1.0,1.0,1.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Montrose,,,,104546,06/13/2006 12:00:00 AM,1.0,1.0,1.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,91388,06/22/2009 12:00:00 AM,73.8,40.8,54.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,89591,08/10/2010 12:00:00 AM,214.2,209.8,212.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Foster,,,,113831,08/15/2016 09:05:00 AM,36.0,58.0,45.7,,1,08/15/2016 09:06:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
63,07/09/2015 12:00:00 AM,Calumet,478.1,221.8,326.0,93279,07/09/2015 12:00:00 AM,285.0,248.0,265.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,12th Street,,,,95182,08/20/2015 12:00:00 AM,1.0,1.0,1.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,107862,08/05/2013 12:00:00 AM,11.0,22.0,15.6,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Foster,,,,103774,06/20/2006 12:00:00 AM,65.7,48.7,56.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Calumet,,,,106388,06/18/2012 12:00:00 AM,488.4,42.6,144.2,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oak Street,,,,101875,06/02/2009 12:00:00 AM,26.2,42.8,33.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
2175,09/02/2016 12:29:00 PM,North Avenue,59.0,100.0,76.8,114119,09/02/2016 12:00:00 AM,25.0,42.0,32.4,,1,09/02/2016 12:01:00 AM,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,101391,08/26/2007 12:00:00 AM,1732.9,1299.7,1500.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Howard,,,,101533,06/11/2009 12:00:00 AM,12.0,14.6,13.2,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rogers,,,,101557,06/12/2009 12:00:00 AM,20.9,15.3,17.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,88420,07/23/2010 12:00:00 AM,4.1,4.1,4.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,57th Street,,,,108217,05/21/2014 12:00:00 AM,93.0,96.0,94.5,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rogers,,,,104402,08/03/2006 12:00:00 AM,104.3,121.1,112.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,89899,08/25/2010 12:00:00 AM,41.7,29.5,35.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Leone,,,,98304,07/21/2006 12:00:00 AM,40.2,60.2,49.2,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,South Shore,,,,89652,08/13/2010 12:00:00 AM,76.3,123.6,97.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,106821,06/26/2012 12:00:00 AM,71.2,64.4,67.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,57th Street,,,,94047,07/27/2015 12:00:00 AM,173.0,125.0,147.1,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,12th Street,,,,106182,07/27/2013 12:00:00 AM,1300.0,308.0,632.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,109870,07/31/2014 12:00:00 AM,2.0,3.0,2.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,63rd Street,,,,98096,06/04/2007 12:00:00 AM,214.2,141.4,174.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,98036,08/11/2006 12:00:00 AM,90.8,50.4,67.6,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,102437,08/22/2008 12:00:00 AM,11.0,8.5,9.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,104201,06/23/2006 12:00:00 AM,9.7,15.6,12.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Leone,,,,88537,07/29/2010 12:00:00 AM,272.3,344.8,306.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,111409,06/07/2012 12:00:00 AM,8.6,,2.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Foster,,,,99429,07/17/2007 12:00:00 AM,139.6,160.7,149.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
1930,08/19/2016 12:54:00 PM,Ohio Street,46.0,35.0,40.1,113913,08/19/2016 07:25:00 AM,77.0,91.0,83.7,,1,08/19/2016 07:26:00 AM,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,105376,07/14/2014 12:00:00 AM,49.0,77.0,61.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,63rd Street,,,,95786,09/02/2015 12:00:00 AM,185.0,158.0,171.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rogers,,,,105310,07/11/2014 12:00:00 AM,6.0,8.0,6.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,94924,08/13/2015 12:00:00 AM,5.0,16.0,8.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,57th Street,,,,92224,09/01/2009 12:00:00 AM,25.3,6.3,12.6,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Montrose,,,,90035,06/17/2011 12:00:00 AM,24.7,23.1,23.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,North Avenue,,,,96625,07/18/2011 12:00:00 AM,18.5,14.8,16.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,12th Street,,,,93805,07/22/2015 12:00:00 AM,99.0,68.0,82.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,South Shore,,,,92906,08/11/2014 12:00:00 AM,461.0,488.0,474.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,South Shore,,,,101969,07/01/2008 12:00:00 AM,127.4,133.4,130.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,100195,07/24/2008 12:00:00 AM,39.2,52.8,45.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Leone,,,,103598,06/02/2006 12:00:00 AM,1.0,2.0,1.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,96254,08/11/2011 12:00:00 AM,21.3,15.6,18.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,96973,08/24/2011 12:00:00 AM,410.6,1413.6,761.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rogers,,,,110512,07/10/2013 12:00:00 AM,43.0,23.0,31.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,12th Street,,,,103707,06/07/2006 12:00:00 AM,387.3,275.5,326.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,90195,06/24/2011 12:00:00 AM,2.0,1.0,1.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,112855,06/10/2016 07:55:00 AM,10.0,16.0,12.6,,1,06/10/2016 07:56:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Calumet,,,,93588,08/27/2014 12:00:00 AM,166.0,124.0,143.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,105679,08/24/2012 12:00:00 AM,45.0,365.4,128.2,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Ohio Street,,,,89425,05/26/2011 12:00:00 AM,2419.6,1046.2,1591.0,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Juneway,,,,113904,08/18/2016 09:40:00 AM,71.0,83.0,76.8,,1,08/18/2016 09:41:00 AM,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Juneway,,,,111751,05/29/2014 12:00:00 AM,37.0,44.0,40.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,99762,06/03/2008 12:00:00 AM,387.3,387.3,387.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Calumet,,,,88748,07/01/2010 12:00:00 AM,275.5,365.4,317.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,104446,05/31/2007 12:00:00 AM,8.6,4.1,5.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,99635,05/28/2008 12:00:00 AM,38.4,30.9,34.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Howard,,,,113263,07/08/2016 10:20:00 AM,3.0,11.0,5.7,,1,07/08/2016 10:21:00 AM,42.0188,-87.6663,"(42.0188, -87.6663)"
,,63rd Street,,,,91970,08/21/2009 12:00:00 AM,501.2,816.4,639.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,99955,06/06/2008 12:00:00 AM,34.5,43.9,38.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Calumet,,,,102881,08/21/2006 12:00:00 AM,63.7,75.4,69.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,North Avenue,,,,100526,07/28/2008 12:00:00 AM,18.5,28.1,22.8,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,102625,06/10/2009 12:00:00 AM,387.3,238.2,303.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,110547,07/12/2013 12:00:00 AM,24.0,12.0,17.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
1326,07/22/2016 12:42:00 PM,South Shore,386.0,3098.0,1093.5,113464,07/22/2016 07:10:00 AM,84.0,108.0,95.2,,5,07/22/2016 07:15:00 AM,41.7689,-87.5636,"(41.7689, -87.5636)"
,,63rd Street,,,,101285,08/11/2008 12:00:00 AM,35.9,58.1,45.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,111900,07/08/2013 12:00:00 AM,8.0,5.0,6.3,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oak Street,,,,109115,06/05/2013 12:00:00 AM,23.0,18.0,20.3,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Leone,,,,113564,07/28/2016 10:15:00 AM,64.0,27.0,41.6,,1,07/28/2016 10:16:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,102889,08/21/2006 12:00:00 AM,18.3,14.8,16.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,98694,06/15/2007 12:00:00 AM,14.5,30.5,21.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Oak Street,,,,90009,06/16/2011 12:00:00 AM,12.1,5.2,7.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,112719,06/02/2016 06:28:00 AM,56.0,343.0,138.6,,2,06/02/2016 06:30:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Foster,,,,113346,07/14/2016 08:25:00 AM,33.0,11.0,19.1,,1,07/14/2016 08:26:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oak Street,,,,101613,06/15/2009 12:00:00 AM,5.2,3.1,4.0,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Rainbow,,,,88769,07/02/2010 12:00:00 AM,6.3,12.1,8.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,Calumet,,,,105630,07/03/2013 12:00:00 AM,6.0,5.0,5.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,108454,09/04/2015 12:00:00 AM,579.0,411.0,487.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Leone,,,,111215,06/24/2013 12:00:00 AM,5.0,2.0,3.2,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Howard,,,,106646,06/23/2014 12:00:00 AM,3.0,4.0,3.5,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,12th Street,,,,88549,07/30/2010 12:00:00 AM,235.9,191.8,212.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,94559,08/07/2015 12:00:00 AM,13.0,32.0,20.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Foster,,,,93602,08/27/2014 12:00:00 AM,172.0,148.0,159.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
921,06/23/2016 01:31:00 PM,Calumet,422.0,185.0,279.4,113034,06/23/2016 06:35:00 AM,770.0,921.0,842.1,,5,06/23/2016 06:40:00 AM,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oak Street,,,,113714,08/08/2016 10:45:00 AM,56.0,47.0,51.3,,1,08/08/2016 10:46:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
59,08/25/2015 12:00:00 AM,South Shore,488.0,39.6,139.0,95387,08/25/2015 12:00:00 AM,26.0,20.0,22.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
1001,06/29/2016 11:45:00 AM,Calumet,41.0,95.0,62.4,113119,06/29/2016 06:35:00 AM,37.0,36.0,36.5,,5,06/29/2016 06:40:00 AM,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Calumet,,,,102392,07/10/2008 12:00:00 AM,47.4,25.6,34.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,12th Street,,,,89897,08/25/2010 12:00:00 AM,365.4,313.0,338.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rainbow,,,,89141,06/11/2010 12:00:00 AM,25.6,21.6,23.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,100169,07/22/2008 12:00:00 AM,410.6,461.1,435.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,57th Street,,,,97929,07/10/2006 12:00:00 AM,2419.6,248.9,776.0,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,63rd Street,,,,97515,09/01/2011 12:00:00 AM,33.2,42.6,37.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,93390,08/22/2014 12:00:00 AM,345.0,345.0,345.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Foster,,,,113237,07/07/2016 09:25:00 AM,12.0,18.0,14.7,,1,07/07/2016 09:26:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Ohio Street,,,,93208,08/19/2014 12:00:00 AM,5.0,12.0,7.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Foster,,,,107925,08/08/2013 12:00:00 AM,80.0,68.0,73.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Montrose,,,,89801,08/20/2010 12:00:00 AM,201.4,124.6,158.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Montrose,,,,90277,06/28/2011 12:00:00 AM,20.3,11.9,15.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,90135,06/22/2011 12:00:00 AM,3.1,14.5,6.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,105690,08/24/2012 12:00:00 AM,18.3,22.8,20.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rainbow,,,,94200,08/06/2009 12:00:00 AM,198.9,307.6,247.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rainbow,,,,104065,06/08/2006 12:00:00 AM,14.8,16.0,15.4,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,105828,06/15/2012 12:00:00 AM,3.1,5.2,4.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,12th Street,,,,108967,05/24/2013 12:00:00 AM,214.3,166.4,188.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,97241,06/10/2013 12:00:00 AM,548.0,260.0,377.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,101824,08/15/2008 12:00:00 AM,35.9,32.7,34.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Foster,,,,112360,06/16/2014 12:00:00 AM,2.0,3.0,2.4,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rainbow,,,,109320,08/12/2013 12:00:00 AM,68.0,93.0,79.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,110688,08/02/2012 12:00:00 AM,4.1,6.3,5.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Oak Street,,,,114095,09/01/2016 10:45:00 AM,250.0,141.0,187.7,,1,09/01/2016 10:46:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Rainbow,,,,106154,07/26/2013 12:00:00 AM,28.0,38.0,32.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,109511,06/17/2015 12:00:00 AM,980.0,816.0,894.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Ohio Street,,,,92114,08/27/2009 12:00:00 AM,27.9,31.3,29.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,99784,06/04/2008 12:00:00 AM,165.8,172.5,169.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,Ohio Street,,,,93287,07/09/2015 12:00:00 AM,21.0,53.0,33.4,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oak Street,,,,108309,06/06/2014 12:00:00 AM,6.0,4.0,4.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,113583,07/29/2016 08:50:00 AM,57.0,75.0,65.4,,2,07/29/2016 08:52:00 AM,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rogers,,,,107863,08/05/2013 12:00:00 AM,32.0,41.0,36.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Howard,,,,96501,07/12/2011 12:00:00 AM,1.0,1.0,1.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
2150,08/31/2016 12:24:00 PM,Montrose,566.0,155.0,296.2,114077,08/31/2016 06:10:00 AM,2420.0,214.0,719.6,,2,08/31/2016 06:12:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,104800,08/04/2006 12:00:00 AM,27.2,13.2,18.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,12th Street,,,,91738,07/07/2009 12:00:00 AM,9.8,13.2,11.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Foster,,,,103238,07/26/2006 12:00:00 AM,307.6,344.8,325.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,89867,08/23/2010 12:00:00 AM,93.4,686.7,253.3,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,95422,08/26/2015 12:00:00 AM,51.0,57.0,53.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Ohio Street,,,,109987,07/09/2012 12:00:00 AM,20.1,17.1,18.5,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Calumet,,,,90645,06/09/2011 12:00:00 AM,201.4,137.4,166.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,12th Street,,,,88409,07/23/2010 12:00:00 AM,31.7,21.6,26.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,91988,08/21/2009 12:00:00 AM,1.0,1.0,1.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Juneway,,,,97814,07/14/2006 12:00:00 AM,37.9,31.3,34.4,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Ohio Street,,,,102830,07/24/2006 12:00:00 AM,13.4,10.9,12.1,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Ohio Street,,,,100836,08/01/2008 12:00:00 AM,29.2,36.4,32.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Foster,,,,111212,06/24/2013 12:00:00 AM,3.0,4.0,3.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,63rd Street,,,,103847,08/31/2006 12:00:00 AM,65.1,79.8,72.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,89919,08/26/2010 12:00:00 AM,11.0,3.1,5.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Calumet,,,,102644,06/11/2009 12:00:00 AM,1299.7,1555.3,1421.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rainbow,,,,103568,07/03/2007 12:00:00 AM,19.9,21.8,20.8,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,107175,06/02/2014 12:00:00 AM,2.0,5.0,3.2,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,100012,06/09/2008 12:00:00 AM,387.3,214.3,288.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Leone,,,,90486,06/01/2011 12:00:00 AM,6.3,6.3,6.3,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Howard,,,,94219,08/06/2009 12:00:00 AM,13.2,30.9,20.2,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rogers,,,,100214,07/24/2008 12:00:00 AM,20.9,26.1,23.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rainbow,,,,89012,08/13/2009 12:00:00 AM,48.8,47.1,47.9,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,102376,07/09/2008 12:00:00 AM,547.5,547.5,547.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,107179,06/03/2014 12:00:00 AM,93.0,173.0,126.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,12th Street,,,,90738,07/13/2010 12:00:00 AM,133.3,290.9,196.9,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
